sigma,loss,loss_std,model
20.99598,0.0034709906362907,0.000372589696794,Noise_0.2
11.40175,0.0015466087675689,0.0001303870393597,Noise_0.2
97.74979,0.0050604399845173,0.0006258637235033,Noise_0.3
88.15556,0.0053455010497485,0.0006488941319045,Noise_0.3
78.56134,0.005647777932833,0.0006701388067241,Noise_0.3
68.96711,0.0059582599459694,0.0006871514371745,Noise_0.3
59.37288,0.006255595978294,0.0006955987125548,Noise_0.3
49.77866,0.0064919404403741,0.0006877637082137,Noise_0.3
40.18443,0.0065610405933728,0.0006499392836825,Noise_0.3
30.59021,0.0062262170982305,0.0005588369597506,Noise_0.3
20.99598,0.0049855911967114,0.0003833393279133,Noise_0.3
11.40175,0.0022097490243212,0.000135471915317,Noise_0.3
97.74979,0.0066757797977321,0.0006749778753227,Noise_0.4
88.15556,0.0070705493758246,0.0006999592931656,Noise_0.4
78.56134,0.007493373193945,0.0007230586418201,Noise_0.4
68.96711,0.0079337200015352,0.0007416482692197,Noise_0.4
59.37288,0.0083646345522135,0.0007510610771235,Noise_0.4
49.77866,0.0087228841981827,0.0007429581946146,Noise_0.4
40.18443,0.0088630550662884,0.0007024569517033,Noise_0.4
30.59021,0.0084509967494791,0.0006040641141138,Noise_0.4
20.99598,0.0067574005588051,0.0004131045743366,Noise_0.4
11.40175,0.0028636824807574,0.0001423016864463,Noise_0.4
9.88685,0.0031257732108254,0.0005612552677236,IqpSimulator
9.16349,0.0034743342242652,0.0006073890728681,IqpSimulator
8.44014,0.0038481964313118,0.0006288727486553,IqpSimulator
7.71678,0.0041140377227132,0.000623038783206,IqpSimulator
6.99343,0.0043303860091589,0.0006158181814151,IqpSimulator
6.27007,0.0045253905078989,0.0005628207766821,IqpSimulator
5.54672,0.0043707173090814,0.0005034097890277,IqpSimulator
4.82336,0.0040201048675632,0.0003785690089251,IqpSimulator
4.1,0.0032281549376524,0.0002613909178058,IqpSimulator
3.37665,0.0019769871448095,0.0001073002811992,IqpSimulator
9.88685,0.0046806278902148,0.0006285173796806,IqpSimulatorBitflip
9.16349,0.0052734734545972,0.0006568248583973,IqpSimulatorBitflip
8.44014,0.0059349328490237,0.0006755890885717,IqpSimulatorBitflip
7.71678,0.0066430544615273,0.0006782518835847,IqpSimulatorBitflip
6.99343,0.00733963603864,0.0006562137930416,IqpSimulatorBitflip
6.27007,0.0079000955860477,0.0006001367059022,IqpSimulatorBitflip
5.54672,0.008093663105298,0.0005045021694977,IqpSimulatorBitflip
4.82336,0.0075665528796239,0.0003770142607252,IqpSimulatorBitflip
4.1,0.0059655305098842,0.0002452528034852,IqpSimulatorBitflip
3.37665,0.0034150943238494,0.0001343257384667,IqpSimulatorBitflip
3.38969,0.0007492622122679,0.0001464815249444,True
4.1116,0.0014698775845432,0.0003001808595212,True
4.83351,0.0021865763547625,0.0004652077416044,True
5.55541,0.0027265966478612,0.0005989632807489,True
6.27732,0.0030463629319171,0.0006854476128084,True
6.99923,0.0031778054046029,0.0007279993474678,True
7.72114,0.0031740838983652,0.0007371636016709,True
8.44304,0.0030836436458811,0.0007237816965109,True
9.16495,0.0029429185632238,0.000696531364592,True
9.88686,0.0027768292512256,0.0006616149469114,True
3.38969,0.0086382817646751,0.0002211386433321,Random
4.1116,0.0314064253589373,0.0006212548458895,Random
4.83351,0.0742577231115825,0.0011675269967661,Random
5.55541,0.1322490419771193,0.0016870612430047,Random
6.27732,0.1955212915805421,0.0020769446187384,Random
6.99923,0.2547911002102859,0.0023158873267815,Random
7.72114,0.3041278713677352,0.0024255287291823,Random
8.44304,0.3411477857295992,0.0024397124857036,Random
9.16495,0.3659916259970513,0.0023898845857442,Random
9.88686,0.3801577019590057,0.0023005468732841,Random
3.38969,0.0009433652004572,0.0001344099518355,Noise_0.1
4.1116,0.0016896479667516,0.0002811251242754,Noise_0.1
4.83351,0.0023858268030566,0.0004427999456139,Noise_0.1
5.55541,0.0028801617901605,0.0005759648684233,Noise_0.1
6.27732,0.0031492741824922,0.0006631980983851,Noise_0.1
6.99923,0.0032358287453587,0.0007070031426368,Noise_0.1
7.72114,0.0031965039007457,0.0007175601926483,Noise_0.1
8.44304,0.0030796263625231,0.0007055681035035,Noise_0.1
9.16495,0.002920161633669,0.0006796500892497,Noise_0.1
9.88686,0.0027413184654049,0.0006459871036015,Noise_0.1
3.38969,0.001423979631728,0.0001295311162077,Noise_0.2
4.1116,0.0023407240717342,0.0002681764065748,Noise_0.2
4.83351,0.0030696296124322,0.0004242133120105,Noise_0.2
5.55541,0.0035012211918515,0.0005550332843584,Noise_0.2
6.27732,0.0036675978216431,0.0006420280565568,Noise_0.2
6.99923,0.0036469282025584,0.000686628417298,Noise_0.2
7.72114,0.0035121589823859,0.000698410490628,Noise_0.2
8.44304,0.0033165503125353,0.0006877782884866,Noise_0.2
9.16495,0.0030947091681382,0.0006632180230118,Noise_0.2
9.88686,0.0028675379085192,0.000630848870838,Noise_0.2
3.38969,0.0019479435428309,0.0001299938043325,Noise_0.3
4.1116,0.0031496314424942,0.0002625649933416,Noise_0.3
4.83351,0.0039832939829086,0.0004144429411455,Noise_0.3
5.55541,0.0043739688927216,0.0005443761730214,Noise_0.3
6.27732,0.0044273804468745,0.0006322737863463,Noise_0.3
6.99923,0.0042745793488321,0.00067831870128,Noise_0.3
7.72114,0.0040153826490312,0.0006915118401241,Noise_0.3
8.44304,0.0037131860110822,0.0006820743722028,Noise_0.3
9.16495,0.0034042981832656,0.0006584729933855,Noise_0.3
9.88686,0.0031078084885601,0.0006268599467593,Noise_0.3
3.38969,0.0024438808418945,0.0001289194632347,Noise_0.4
4.1116,0.0040020264489128,0.0002514317132161,Noise_0.4
4.83351,0.0049983038752366,0.0003927301050313,Noise_0.4
5.55541,0.0053733924656572,0.0005165117940218,Noise_0.4
6.27732,0.0053153902381468,0.0006021671508373,Noise_0.4
6.99923,0.0050199935603951,0.00064829224973,Noise_0.4
7.72114,0.0046216224985764,0.0006627424192084,Noise_0.4
8.44304,0.0041977774219728,0.0006550822228085,Noise_0.4
9.16495,0.0037881607161347,0.0006334295970624,Noise_0.4
9.88686,0.003410578809164,0.0006037585398422,Noise_0.4
9.88685,0.0027768316451875,0.0006616154625321,True
9.16349,0.0029432354767086,0.0006965959197848,True
8.44014,0.0030841277921257,0.0007238681464998,True
7.71678,0.0031744097439872,0.0007371859507231,True
6.99343,0.0031773596813671,0.0007278059436263,True
6.27007,0.0030441720094761,0.0006848123470849,True
5.54672,0.0027214211127604,0.000597627039528,True
4.82336,0.0021774832579649,0.000463034443476,True
4.1,0.001457689328992,0.0002974788224934,True
3.37665,0.0007377609631953,0.0001441324425899,True
9.88685,0.3801575706020526,0.0023005482965,Random
9.16349,0.3659527917568592,0.0023900322348461,Random
8.44014,0.3410241172005995,0.0024398024853777,Random
7.71678,0.3038659873964334,0.0024251875563337,Random
6.99343,0.2543491098298185,0.0023145257751598,Random
6.27007,0.1948926011021562,0.0020737928182437,Random
5.54672,0.1314986068025265,0.0016814668279162,Random
