# mom1_en,mom1_en_std,mom2_en,mom2_en_std,mom3_en,mom3_en_std,mom4_en,mom4_en_std,mom5_en,mom_en_5_std,mom1_mag,mom1_mag_std,mom2_mag,mom2_mag_std,mom3_mag,mom3_mag_std,mom4_mag,mom4_mag_std,mom5_mag,mom5_mag_std
-1.869330024719238281e+01,9.661214828491210938e+00,4.427785339355468750e+02,3.798044433593750000e+02,-1.182619140625000000e+04,1.340138671875000000e+04,3.403042500000000000e+05,4.605737812500000000e+05,-1.026450700000000000e+07,1.570716500000000000e+07,-2.397499978542327881e-03,6.968403458595275879e-01,4.855921864509582520e-01,3.414359092712402344e-01,-2.140976488590240479e-03,5.377765297889709473e-01,3.523782789707183838e-01,3.588055670261383057e-01,-2.072881441563367844e-03,4.794952273368835449e-01
